ROAD,TOWN,POSTCODE,USE,X,Y
WINDYHILL ROAD,ARTIKELLY,BT49 0JW,COMMERCIAL,268532,425154
WINDYHILL ROAD,ARTIKELLY,BT49 0JW,COMMERCIAL,268532,425154
WINDYHILL ROAD,ARTIKELLY,BT49 0QY,RESIDENTIAL,271143,426960
WINDYHILL ROAD,ARTIKELLY,BT49 0QY,RESIDENTIAL,271143,426960
WINDYHILL ROAD,ARTIKELLY,BT49 0QY,COMMERCIAL,271143,426960
WINDYHILL ROAD,ARTIKELLY,BT49 0QY,RESIDENTIAL,271472,427942
CARROWCLARE ROAD,LIMAVADY,BT49 9EA,RESIDENTIAL,263868,426218
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266461,424375
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267909,428324
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267909,428324
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267909,428324
BEACH SITE,LIMAVADY,BT49 0LQ,RESIDENTIAL,271410,435722
BENONE AVENUE,LIMAVADY,BT49 0LQ,COMMERCIAL,271410,435722
BENONE AVENUE,LIMAVADY,BT49 0LQ,RESIDENTIAL,271410,435722
BENONE AVENUE,LIMAVADY,BT49 0LQ,COMMERCIAL,271410,435722
BENONE AVENUE,LIMAVADY,BT49 0LQ,COMMERCIAL,271410,435722
BENONE AVENUE,LIMAVADY,BT49 0LQ,COMMERCIAL,271410,435722
BROIGHTER ROAD,LIMAVADY,BT49 9DY,RESIDENTIAL,264780,425155
BROIGHTER ROAD,LIMAVADY,BT49 9DY,COMMERCIAL,264780,425155
BURNALLY ROAD,LIMAVADY,BT49 9DP,RESIDENTIAL,265302,424332
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263856,427455
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263856,427455
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263856,427455
CURRAGH ROAD,LIMAVADY,BT49 0LE,RESIDENTIAL,268166,433142
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267588,431400
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267588,431400
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267588,431400
DUNCRUN ROAD,LIMAVADY,BT49 0JD,COMMERCIAL,267805,431379
DUNCRUN ROAD,LIMAVADY,BT49 0JQ,RESIDENTIAL,269972,432826
DUNCRUN ROAD,LIMAVADY,BT49 0JJ,RESIDENTIAL,270452,433380
LOMOND ROAD,LIMAVADY,BT49 9DZ,COMMERCIAL,264367,426415
POINT ROAD,LIMAVADY,BT49 0LP,RESIDENTIAL,268185,435021
POINT ROAD,LIMAVADY,BT49 0LP,RESIDENTIAL,268185,435021
POINT ROAD,LIMAVADY,BT49 0LP,RESIDENTIAL,268185,435021
POINT ROAD,LIMAVADY,BT49 0LP,COMMERCIAL,268185,435021
POINT ROAD,LIMAVADY,BT49 0LP,COMMERCIAL,268185,435021
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266268,430411
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266461,424375
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266418,424972
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266418,424972
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266418,424972
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266461,424375
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266461,424375
SEACOAST ROAD,LIMAVADY,BT49 9EG,COMMERCIAL,266162,426830
SEACOAST ROAD,LIMAVADY,BT49 9EF,COMMERCIAL,266417,427864
SEACOAST ROAD,LIMAVADY,BT49 9EF,COMMERCIAL,266870,428605
SEACOAST ROAD,LIMAVADY,BT49 9EF,COMMERCIAL,266870,428605
SEACOAST ROAD,LIMAVADY,BT49 0LA,COMMERCIAL,266898,432413
SEACOAST ROAD,LIMAVADY,BT49 0HZ,RESIDENTIAL,266915,429992
SEACOAST ROAD,LIMAVADY,BT49 0HZ,MIXED,266915,429992
SEACOAST ROAD,LIMAVADY,BT49 0JY,RESIDENTIAL,266333,430895
SEACOAST ROAD,LIMAVADY,BT49 0LA,RESIDENTIAL,266898,432413
SEACOAST ROAD,LIMAVADY,BT49 0LA,RESIDENTIAL,266898,432413
SEACOAST ROAD,LIMAVADY,BT49 0LA,RESIDENTIAL,266898,432413
SEACOAST ROAD,LIMAVADY,BT49 0LA,RESIDENTIAL,266898,432413
SEACOAST ROAD,,UNKNOWN,COMMERCIAL,267188,432768
SEACOAST ROAD,LIMAVADY,BT49 0LA,COMMERCIAL,267167,432743
SEACOAST ROAD,LIMAVADY,BT49 0LA,COMMERCIAL,267167,432743
SEACOAST ROAD,LIMAVADY,BT49 0LD,RESIDENTIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,RESIDENTIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,COMMERCIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LD,RESIDENTIAL,267239,433239
SEACOAST ROAD,LIMAVADY,BT49 0LF,COMMERCIAL,267311,434071
SEACOAST ROAD,LIMAVADY,BT49 0LG,RESIDENTIAL,270915,435051
SEACOAST ROAD,LIMAVADY,BT49 0LG,RESIDENTIAL,270915,435051
SEACOAST ROAD,LIMAVADY,BT49 0LG,RESIDENTIAL,270915,435051
BENONE AVENUE,LIMAVADY,BTXX XXX,COMMERCIAL,271396,435633
BROAD ROAD,LIMAVADY,BT49 0QP,UNKNOWN,271457,424528
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,UNKNOWN,263856,427455
SEACOAST ROAD,LIMAVADY,BT49 0LA,UNKNOWN,267184,432657
POINT ROAD,LIMAVADY,BT49 0LP,UNKNOWN,268185,435021
SEACOAST ROAD,LIMAVADY,BT49 9DW,UNKNOWN,266461,424375
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266164,426874
AGHANLOO ROAD,LIMAVADY,BT49 0HE,UNKNOWN,268225,425759
BOLEA ROAD,LIMAVADY,BT49 0QU,RESIDENTIAL,271802,425980
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,UNKNOWN,263856,427455
DRUMALIEF ROAD,LIMAVADY,BT49 0QS,RESIDENTIAL,271615,425260
SEACOAST ROAD,LIMAVADY,BT49 0LW,UNKNOWN,268627,433938
SEACOAST ROAD,LIMAVADY,BT49 0LF,UNKNOWN,267311,434071
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267909,428324
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267909,428324
THE LONGLANDS,LIMAVADY,BT49 0HY,UNKNOWN,267909,428324
CARROWCLARE ROAD,LIMAVADY,BT49 9ED,RESIDENTIAL,266059,427870
CARROWCLARE ROAD,LIMAVADY,BT49 9ED,RESIDENTIAL,266059,427870
AGHANLOO ROAD,LIMAVADY,BT49 9EF,UNKNOWN,266870,428605
AGHANLOO ROAD,LIMAVADY,BTXX XXX,UNKNOWN,268239,425635
WINDYHILL ROAD,ARTIKELLY,BT49 0QX,RESIDENTIAL,270471,426127
WINDYHILL ROAD,ARTIKELLY,BT49 0QY,RESIDENTIAL,270471,426127
BOLEA ROAD,LIMAVADY,BT49 0QT,UNKNOWN,270072,424734
BOLEA ROAD,LIMAVADY,BT49 0QT,UNKNOWN,270072,424734
AGHANLOO ROAD,LIMAVADY,BT49 0HY,UNKNOWN,267909,428324
BENONE AVENUE,LIMAVADY,BT49 0LQ,UNKNOWN,271410,435722
BENONE AVENUE,LIMAVADY,BT49 0LQ,UNKNOWN,271410,435722
BROAD ROAD,LIMAVADY,BT49 0QP,RESIDENTIAL,271457,424528
BROAD ROAD,LIMAVADY,BT49 0QP,RESIDENTIAL,271457,424528
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,UNKNOWN,263856,427455
SEACOAST ROAD,LIMAVADY,BT49 0LF,UNKNOWN,266987,434871
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267588,431400
POINT ROAD,LIMAVADY,BT49 0LP,UNKNOWN,268239,435035
POINT ROAD,LIMAVADY,BT49 0LP,UNKNOWN,268239,435035
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,273685,435348
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,273704,435440
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,273706,435268
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,273707,435302
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,273720,435473
SEACOAST ROAD,CASTLEROCK,BT51 4SD,UNKNOWN,273839,435937
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,273922,435950
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,273943,435962
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,273964,435969
SEACOAST ROAD,CASTLEROCK,BT51 4SD,COMMERCIAL,273995,435977
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274014,435980
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274031,435984
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274058,435986
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274078,435989
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274112,435998
DRUMAGULLY ROAD,CASTLEROCK,BT51 4SF,RESIDENTIAL,274186,434835
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274259,433997
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274267,434024
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274272,433884
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274272,433884
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274315,434226
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274342,436043
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274360,436041
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,274382,435733
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274387,436048
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,UNKNOWN,274526,434492
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274528,436066
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,RESIDENTIAL,274541,432969
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274547,436066
SEACOAST ROAD,CASTLEROCK,BT51 4SD,UNKNOWN,274607,436072
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274713,433986
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274727,434028
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274739,434525
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274745,434001
BURRENMORE ROAD,CASTLEROCK,BT51 4SG,RESIDENTIAL,274748,434528
MUSSENDEN ROAD,CASTLEROCK,BT51 4TU,RESIDENTIAL,277051,434875
FREEHALL ROAD,CASTLEROCK,BT51 4RL,RESIDENTIAL,277056,435638
NORWELL PARK,CASTLEROCK,BT51 4TS,RESIDENTIAL,277060,435863
WARKE PLACE,CASTLEROCK,BT51 4TF,RESIDENTIAL,277061,436119
FREEHALL ROAD,CASTLEROCK,BT51 4RL,RESIDENTIAL,277064,435634
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277070,435713
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277074,435718
NORWELL PARK,CASTLEROCK,BT51 4TS,RESIDENTIAL,277075,435894
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277078,435725
WARKE PLACE,CASTLEROCK,BT51 4TF,RESIDENTIAL,277078,436112
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277081,435730
NORWELL PARK,CASTLEROCK,BT51 4TS,RESIDENTIAL,277086,435864
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277088,435740
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277090,435746
FREEHALL ROAD,CASTLEROCK,BT51 4RL,RESIDENTIAL,277092,435688
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277092,435841
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277092,435892
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277094,435758
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277096,435764
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277096,435915
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277097,435619
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277097,435772
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277097,435931
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277098,435824
FREEHALL ROAD,CASTLEROCK,BT51 4RL,RESIDENTIAL,277099,435700
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277099,435778
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277099,435945
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277099,436276
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277100,436241
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277101,435968
DUNBOE ROAD,COLERAINE,BT51 4JR,UNKNOWN,277103,433598
FREEHALL ROAD,CASTLEROCK,BT51 4RL,RESIDENTIAL,277104,435707
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277104,435987
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277106,436004
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277107,436026
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277108,435639
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277108,436053
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277109,436089
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277110,436072
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277110,436236
KNOCKNOUGHER ROAD,COLERAINE,BT51 4JZ,RESIDENTIAL,277114,431967
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277117,435597
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277117,435653
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277123,435674
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277124,435526
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277125,436158
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277126,436230
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277127,435544
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277131,435588
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277131,436156
DUNBOE ROAD,CASTLEROCK,BT51 4TB,RESIDENTIAL,277132,434637
DUNBOE ROAD,COLERAINE,BT51 4JR,RESIDENTIAL,277133,432627
DUNBOE ROAD,COLERAINE,BT51 4JR,RESIDENTIAL,277136,433510
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277136,435620
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277136,436153
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277136,436153
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277136,436153
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277136,436153
MAIN STREET,CASTLEROCK,BT51 4RB,RESIDENTIAL,277136,436153
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277137,435561
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277137,435823
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277141,435858
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277142,435832
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277142,435881
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277144,435678
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277144,436223
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277145,435899
FREEHALL ROAD,CASTLEROCK,BT51 4TR,RESIDENTIAL,277145,435921
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277148,435636
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277148,436146
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277149,435514
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277150,435574
CASTLEWALK,CASTLEROCK,BT51 4TP,RESIDENTIAL,277151,435941
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277153,436144
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277159,435669
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277159,436142
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277162,435611
CASTLE PARK,CASTLEROCK,BT51 4TD,RESIDENTIAL,277163,435843
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277164,435647
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277164,436139
CASTLE PARK,CASTLEROCK,BT51 4TD,RESIDENTIAL,277165,435870
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277169,435505
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274775,433902
DRUMAGULLY ROAD,CASTLEROCK,BT51 4SF,RESIDENTIAL,274780,434855
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274802,434087
BISHOPS ROAD,CASTLEROCK,BT51 4SE,RESIDENTIAL,274803,435650
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274828,434576
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274831,434567
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274833,434548
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274834,434135
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274836,434539
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274844,436090
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274864,436089
DRUMAGULLY ROAD,CASTLEROCK,BT51 4SF,UNKNOWN,274876,434679
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274887,436086
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,274888,433637
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274901,436087
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274925,436075
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274973,436063
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274975,436070
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274983,436068
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274985,436074
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,275008,436086
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,275015,433520
DRUMAGULLY ROAD,CASTLEROCK,BT51 4SF,RESIDENTIAL,275039,435405
KNOCKNOUGHER ROAD,COLERAINE,BT51 4LA,RESIDENTIAL,275071,431471
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,275073,433454
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,RESIDENTIAL,275087,433281
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,UNKNOWN,275170,436056
BURRENMORE ROAD,CASTLEROCK,BT51 4SA,RESIDENTIAL,275128,434956
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RT,RESIDENTIAL,275130,434806
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,RESIDENTIAL,275137,433031
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,RESIDENTIAL,275140,433040
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RZ,RESIDENTIAL,275147,434774
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,275159,433549
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,MIXED,275117,436074
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,275188,433486
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,RESIDENTIAL,275194,433015
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,RESIDENTIAL,275202,436056
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,RESIDENTIAL,275233,436045
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,RESIDENTIAL,275239,433062
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,RESIDENTIAL,275243,436074
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,RESIDENTIAL,275267,436065
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,RESIDENTIAL,275273,436041
ALTIKEERAGH ROAD,COLERAINE,BT51 4SR,RESIDENTIAL,275287,433098
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,MIXED,275291,436090
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,MIXED,275291,436090
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,MIXED,275291,436090
BALLYHACKETT ROAD,CASTLEROCK,BT51 4SQ,RESIDENTIAL,275317,433691
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275345,433992
ALTIKEERAGH ROAD,COLERAINE,BT51 4ST,RESIDENTIAL,275386,432191
ALTIKEERAGH ROAD,COLERAINE,BT51 4SR,RESIDENTIAL,275438,432611
ALTIKEERAGH ROAD,COLERAINE,BT51 4SR,RESIDENTIAL,275438,433104
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275446,433985
ALTIKEERAGH ROAD,COLERAINE,BT51 4SR,RESIDENTIAL,275451,433064
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275451,433943
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275453,433800
ALTIKEERAGH LANE,CASTLEROCK,BT51 4SS,RESIDENTIAL,275462,432421
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275466,433908
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275469,433875
BURRENMORE ROAD,CASTLEROCK,BT51 4SA,RESIDENTIAL,275473,435369
ALTIKEERAGH ROAD,CASTLEROCK,BT51 4SR,COMMERCIAL,275491,433025
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275494,433719
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275496,433871
ALTIKEERAGH LANE,CASTLEROCK,BT51 4SS,RESIDENTIAL,275519,432447
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275522,433839
KNOCKNOUGHER ROAD,COLERAINE,BT51 4LA,RESIDENTIAL,275536,431443
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RX,RESIDENTIAL,275539,434616
SPRINGBANK ROAD,CASTLEROCK,BT51 4SB,RESIDENTIAL,275554,435287
ALTIKEERAGH LANE,CASTLEROCK,BT51 4SS,RESIDENTIAL,275556,432441
MUSSENDEN ROAD,CASTLEROCK,BT51 4RP,UNKNOWN,275593,435854
ARTIDILLON ROAD,CASTLEROCK,BT51 4SP,RESIDENTIAL,275624,433119
ALTIKEERAGH LANE,CASTLEROCK,BT51 4SS,RESIDENTIAL,275763,431997
ALTIKEERAGH LANE,CASTLEROCK,BT51 4SS,RESIDENTIAL,275773,432050
ARTIDILLON ROAD,CASTLEROCK,BT51 4SP,RESIDENTIAL,275784,433227
ALTIKEERAGH LANE,CASTLEROCK,BT51 4SS,UNKNOWN,275799,431930
ARTIDILLON ROAD,CASTLEROCK,BT51 4SP,RESIDENTIAL,275799,433617
SPRINGBANK ROAD,CASTLEROCK,BT51 4RU,RESIDENTIAL,275812,434580
SPRINGBANK ROAD,CASTLEROCK,BT51 4RU,RESIDENTIAL,275813,434574
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RT,RESIDENTIAL,275832,434535
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RT,RESIDENTIAL,275837,434535
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275855,434526
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275861,434527
ARTIDILLON ROAD,CASTLEROCK,BT51 4SP,RESIDENTIAL,275863,432923
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275869,434538
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275871,434543
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275882,434554
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275888,434554
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275895,434556
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275901,434555
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275909,434563
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275913,434567
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275920,434576
BALLYWOODOCK CRESCENT,CASTLEROCK,BT51 4RS,RESIDENTIAL,275926,434583
BALLYMADIGAN TERRACE,CASTLEROCK,BT51 4SN,RESIDENTIAL,275938,434412
